id_catalog_product,reference,name,brand,color,season,sizes,gender_segment,main_category,sub_category,article_type,score_ec,quantity
11560,55955,Colorbar Old Flame Nail Lacquer 01,Colorbar Old Flame Nail Lacquer 01,Red,Spring,Unique,Women,Personal Care,Nails,Nail Polish,,8876
11561,37146,Wills Lifestyle Men White Mura Shirt,Wills Lifestyle,White,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,1497
11562,5793,ADIDAS Men's Bike Olive Green T-shirt,ADIDAS,Green,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,5164
11563,38932,Gini and Jony Girls Pink Leggings,Gini and Jony,Pink,Summer,"XS,S,M,L,XL",Girls,Apparel,Bottomwear,Leggings,,2857
11564,53403,Alma Women Navy Blue Kurta,Alma,Navy Blue,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,,5991
11565,21023,Black Coffee Men White Check Shirt,Black Coffee,White,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,2179
11566,15216,United Colors of Benetton Grey  Handbag,United Colors of Benetton Grey  Handbag,Grey,Summer,Unique,Women,Accessories,Bags,Handbags,,6215
11567,45566,Playboy Men Miami Deo 50 ml Free,Playboy,Black,Spring,Unique,Men,Personal Care,Fragrance,Deodorant,,5386
11568,36094,OTLS Men Laurel Black Wallet,OTLS,Black,Summer,Unique,Men,Accessories,Wallets,Wallets,,7940
11569,4641,ADIDAS Men's Adi Montero Blue,ADIDAS,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,7321
11570,10764,Puma Men Bts Black Tshirts,Puma,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,4027
11571,24551,Diva Women Blue Printed Kurta,Diva,Blue,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,,7313
11572,59905,Femella Women Pink Printed Scarf,Femella,Pink,Fall,Unique,Women,Accessories,Scarves,Scarves,,3245
11573,32434,ADIDAS Men Navy Blue Polo T-shirt,ADIDAS,Navy Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,4590
11574,25483,Nike Unisex Solarsoft Thong Orange Flip Flops,Nike,Orange,Summer,"36,37,38,39,40,41,42,43,44,45",Unisex,Footwear,Flip Flops,Flip Flops,,6658
11575,56171,Colorbar Blue Color Intense Eye Liner,Colorbar Blue Color Intense Eye Liner,Blue,Spring,Unique,Women,Personal Care,Makeup,Kajal and Eyeliner,,9061
11576,12033,Mark Taylor Men Blue Striped Shirt,Mark Taylor,Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,7971
11577,26206,Perry Ellis Women Perfume,Perry Ellis,Cream,Spring,Unique,Women,Personal Care,Fragrance,Perfume and Body Mist,,4243
11578,3464,ADIDAS Kid's Light Aqua Swimming Cap,ADIDAS Kid's Light Aqua Swimming Cap,Blue,Winter,"XS,S,M,L,XL",Unisex,Apparel,Apparel Set,Swimwear,,7508
11579,43691,Doodle Girls Printed Yellow Top,Doodle,Yellow,Summer,"XS,S,M,L,XL",Girls,Apparel,Topwear,Tops,,3824
11580,54626,Fastrack Men Black Dial Watch,Fastrack,Black,Winter,Unique,Men,Accessories,Watches,Watches,,9132
11581,18509,C Vox Men Bubble 1344 Black Jacket,C Vox,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Jackets,,3757
11582,16493,Locomotive Men Solid Forest Green TShirt,Locomotive,Green,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,726
11583,51354,Spykar Women Light Blue Jeans,Spykar,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Jeans,,2901
11584,23774,Oakley Women White Correspondent Sunglasses,Oakley,White,Winter,Unique,Women,Accessories,Eyewear,Sunglasses,,5218
11585,9962,Nike Men Medals Crew Red T-Shirts,Nike,Red,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,1524
11586,50286,Parx Men Black Tie,Parx,Black,Summer,Unique,Men,Accessories,Ties,Ties,,6172
11587,17541,Mark Taylor Men Green & White Striped Shirt,Mark Taylor,Green,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,8227
11588,47231,Franco Leone Men Black Slippers,Franco Leone,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,,5780
11589,6116,UCB Men's United Colors Flock Purple T-shirt,UCB,Purple,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,1370
11590,3656,Fila Men's Emotion Black Shoe,Fila,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,3699
11591,29840,Basics Men Grey Checked Shirt,Basics,Grey,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,2245
11592,28992,Status Quo Men Navy Blue Polo T-shirt,Status Quo,Navy Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,5770
11593,2784,Ediots Men's Bajau Kya Radio Turquoise T-shirt,Ediots,Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,9135
11594,30151,Wrangler Men Classic Rugged Brown Belt,Wrangler,Brown,Summer,Unique,Men,Accessories,Belts,Belts,,6386
11595,51166,Raymond Men Brown Socks,Raymond,Brown,Summer,Unique,Men,Accessories,Socks,Socks,,6090
11596,22494,ADIDAS Men  Adistar Salvation 3 White Sports Shoes,ADIDAS,White,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,8397
11597,35423,ADIDAS Women Clima Motionwave Blue Sports Shoes,ADIDAS,Blue,Summer,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Sports Shoes,,9164
11598,26808,Arrow Men Grey Striped Trousers,Arrow,Grey,Summer,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Trousers,,8771
11599,47003,Shree Women Printed White & Yellow Kurta,Shree,White,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,,5658
11600,48877,Lucera Women Silver Pendant,Lucera,Silver,Summer,Unique,Women,Accessories,Jewellery,Pendant,,8931
11601,23546,Police Cosmopolitian Men Perfume,Police Cosmopolitian,Blue,Spring,Unique,Men,Personal Care,Fragrance,Perfume and Body Mist,,1089
11602,17773,Reid & Taylor Men Brown Belt,Reid & Taylor,Brown,Fall,Unique,Men,Accessories,Belts,Belts,,2384
11603,53631,Amante Purple Bra-BGDR01,Amante Purple Bra-BGDR01,Purple,Summer,"XS,S,M,L,XL",Women,Apparel,Innerwear,Bra,,5899
11604,44686,Wills Lifestyle Women Magenta Leggings,Wills Lifestyle,Magenta,Summer,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Leggings,,9003
11605,4473,Puma Men's Complete Itana Silver Black Blue Shoe,Puma,Silver,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,1576
11606,15024,ADIDAS Men Solid Blue Caps,ADIDAS,Blue,Fall,Unique,Men,Accessories,Headwear,Caps,,7735
11607,57291,French Connection Men Light Blue Shirt,French Connection,Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,7337
11608,56343,Fastrack Men Black Dial Watch,Fastrack,Black,Winter,Unique,Men,Accessories,Watches,Watches,,533
11609,11484,Puma Men Ocean Black Watch,Puma,Black,Winter,Unique,Men,Accessories,Watches,Watches,,2341
11610,15818,Facit Men Rib White Innerwear Vest,Facit,White,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Innerwear Vests,,4981
11611,32606,Levitate Men Brown Wallet,Levitate,Brown,Spring,Unique,Men,Accessories,Wallets,Wallets,,8940
11612,27582,Scullers Men Blue & Navy Blue Striped T-shirt,Scullers,Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,1634
11613,54070,ADIDAS Men White Sports Shoes,ADIDAS,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,7761
11614,9708,Scullers Men Scul White Shirts,Scullers,White,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,5798
11615,30535,Lovable Skin Coloured Bra CES 421,Lovable Skin Coloured Bra CES 421,Skin,Summer,"XS,S,M,L,XL",Women,Apparel,Innerwear,Bra,,7517
11616,3232,Puma Men's Speed Cat Black White Shoe,Puma,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,8271
11617,42115,ADIDAS Men Black Shorts,ADIDAS,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Shorts,,9067
11618,12665,Probase Men Check Blue Shirts,Probase,Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,9415
11619,26450,Puma Women Kuris Black Sports Shoes,Puma,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Sports Shoes,,2413
11620,34195,Proline Men Multicoloured Striped Polo T-shirt,Proline,Grey,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,4797
11621,6740,Nike Women Air Pegasus+ 28 Grey White Pink Shoe,Nike,Grey,Summer,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Sports Shoes,,2442
11622,23122,Converse Unisex Basic Green Flip Flops,Converse,Green,Spring,"36,37,38,39,40,41,42,43,44,45",Unisex,Footwear,Flip Flops,Flip Flops,,4504
11623,17317,Pepe Jeans Men Casual Sunglasses,Pepe Jeans,Brown,Winter,Unique,Men,Accessories,Eyewear,Sunglasses,,1831
11624,51502,Denizen Women Greenish Blue Jeans,Denizen,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Jeans,,8390
11625,42929,French Connection Women Gold Clutch,French Connection,Gold,Summer,Unique,Women,Accessories,Bags,Clutches,,5088
11626,29418,Giordano Men Black Dial Watch,Giordano,Black,Winter,Unique,Men,Accessories,Watches,Watches,,837
11627,35047,Fabindia Women Silk Black Kurta,Fabindia,Black,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,,7566
11628,7692,Urban Yoga Women's Ganesha Red T-shirt,Urban Yoga,Red,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,,8313
11629,45330,Cobblerz Women Red Heels,Cobblerz,Red,Summer,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,,9483
11630,4017,ADIDAS Men's Durante Black White Red Shoe,ADIDAS,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,4111
11631,21675,Fossil Men Black Dial Chronograph Watch CH2652,Fossil,Black,Winter,Unique,Men,Accessories,Watches,Watches,,4200
11632,52387,Red Rose Women Lavender  Nightdress,Red Rose,Lavender,Winter,"XS,S,M,L,XL",Women,Apparel,Loungewear and Nightwear,Nightdress,,6618
11633,14592,United Colors of Benetton Men Printed Brown Belts,United Colors of Benetton,Brown,Summer,Unique,Men,Accessories,Belts,Belts,,7605
11634,37710,John Players Men Printed Blue T-shirt,John Players,Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,3173
11635,41790,Remanika Women Magenta Top,Remanika,Magenta,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,,2622
11636,32262,Fabindia Women Printed Green Tunic,Fabindia,Green,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tunics,,7582
11637,1565,Quechua Green Light Backpack,Quechua Green Light Backpack,Green,Summer,Unique,Unisex,Accessories,Bags,Backpacks,,8750
11638,38758,Nike Unisex Blue Football France Striker Backpack,Nike,Blue,Summer,Unique,Unisex,Accessories,Bags,Backpacks,,2562
11639,40642,Span Women Pink Kurta,Span,Pink,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,,1754
11640,24307,ADIDAS Men Grey Printed Sweatshirt,ADIDAS,Grey,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Sweatshirts,,4188
11641,15672,Highlander Men High Original Blue Jeans,Highlander,Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Jeans,,4248
11642,45102,Bwitch Women Black Xtra Slim Shapewear,Bwitch,Black,Winter,"XS,S,M,L,XL",Women,Apparel,Innerwear,Shapewear,,6842
11643,4225,Probase Men's Tribe Gone Wild Purple T-shirt,Probase,Purple,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,4630
11644,37522,Madagascar3 Infant Boys White Shorts,Madagascar3 Infant,White,Summer,"XS,S,M,L,XL",Boys,Apparel,Bottomwear,Shorts,,4757
11645,24909,United Colors of Benetton Kids Boys Red Printed T-shirt,United Colors of Benetton Kids,Red,Summer,"XS,S,M,L,XL",Boys,Apparel,Topwear,Tshirts,,3529
11646,53067,Rocia Women Brown Handbag,Rocia,Brown,Summer,Unique,Women,Accessories,Bags,Handbags,,3346
11647,20595,Baggit Women Lallu Jhuti Brown Wallet,Baggit,Brown,Winter,Unique,Women,Accessories,Wallets,Wallets,,9162
11648,52989,FNF Printed Green Sari,FNF Printed Green Sari,Green,Summer,"XS,S,M,L,XL",Women,Apparel,Saree,Sarees,,4535
11649,56515,Streetwear Luscious Lips Pure Burgundy Lipstick 07,Streetwear Luscious Lips Pure Burgundy Lipstick 07,Burgundy,Spring,Unique,Women,Personal Care,Lips,Lipstick,,3399
11650,10300,Clarks Men Brown Wild Vibe Leather Closed Sandals,Clarks,Brown,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,,4943
11651,24135,ADIDAS Men Black Jacket,ADIDAS,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Jackets,,5289
11652,1757,Lotto Men Polo Slate Black Rugby T-shirt,Lotto,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,1412
11653,33182,Sepia Women Blue Top,Sepia,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,,4742
11654,17919,Nike Women's Orange Polo T-shirt,Nike,Orange,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,,8041
11655,30707,Fabindia Women Beige Potli,Fabindia,Beige,Summer,Unique,Women,Accessories,Bags,Clutches,,2211
11656,55390,Revlon Really Rosy Nail Polish 308,Revlon Really Rosy Nail Polish 308,Rose,Spring,Unique,Women,Personal Care,Nails,Nail Polish,,9366
11657,26662,Puma Men Tenkan Black Shoes,Puma,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,1939
11658,42327,Prafful Navy & Brown Georgette Printed Saree,Prafful Navy & Brown Georgette Printed Saree,Navy Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Saree,Sarees,,6113
11659,23310,W Women Green Striped Kurta,W,Green,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,,4130
11660,17125,Lino Perros Women Classic Black  Handbag,Lino Perros,Black,Winter,Unique,Women,Accessories,Bags,Handbags,,5875
11661,47655,Femella Women Grey Polka Dotted Dress,Femella,Grey,Summer,"XS,S,M,L,XL",Women,Apparel,Dress,Dresses,,7603
11662,18951,Levis Men Full Cushion Crew Pack of 3 Socks,Levis,Black,Summer,Unique,Men,Accessories,Socks,Socks,,9377
11663,6572,Nike Men's Challenger Logo Black T-shirt,Nike,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,9818
11664,19883,ADIDAS Originals Men St Truck Black Cap,ADIDAS Originals,Black,Fall,Unique,Men,Accessories,Headwear,Caps,,4716
11665,46787,Saint James Men Homme Perfume,Saint James,Cream,Spring,Unique,Men,Personal Care,Fragrance,Perfume and Body Mist,,2966
11666,51730,Allen Solly Women Purple Sunglass,Allen Solly,Purple,Winter,Unique,Women,Accessories,Eyewear,Sunglasses,,8324
11667,54084,Mumbai Slang Women Blue Top,Mumbai Slang,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,,4624
11668,13743,Belmonte Men Check Black Shirts,Belmonte,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,1465
11669,43033,Scullers Men Blue Striped Shirt,Scullers,Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,7428
11670,2314,Nike Mens JDI Black T-shirt,Nike Mens JDI Black T-shirt,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,6596
11671,31413,Spykar Men Grey Sporty Innerwear Vest,Spykar,Grey,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Innerwear Vests,,6657
11672,22838,Woodland Men Khaki Casual Shoes,Woodland,Khaki,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,9611
11673,49509,Vans Men Grey Era Wingtip Shoes,Vans,Grey,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,8620
11674,19279,Guess Women Autograph Gold Watch,Guess,Gold,Winter,Unique,Women,Accessories,Watches,Watches,,2008
11675,12691,Nike Men Dual Fusion Grey Sports Shoes,Nike,Grey,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,9904
11676,55156,Lakme True Wear Wildflower Mauve Nail Polish 202,Lakme True Wear Wildflower Mauve Nail Polish 202,Mauve,Spring,Unique,Women,Personal Care,Nails,Nail Polish,,1371
11677,47493,Footfun Kids Unisex Grey Sandals,Footfun Kids,Grey,Fall,"36,37,38,39,40,41,42,43,44,45",Unisex,Footwear,Sandal,Sandals,,1363
11678,34161,Gini and Jony Girls Black Top,Gini and Jony,Black,Summer,"XS,S,M,L,XL",Girls,Apparel,Topwear,Tops,,3555
11679,16231,Puma Men Ess Hooded Black Sweatshirt,Puma,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Sweatshirts,,5633
11680,22004,Murcia Women Casual Black Handbag,Murcia,Black,Winter,Unique,Women,Accessories,Bags,Handbags,,3182
11681,7666,Puma Men's Silly Point Blue T-shirt,Puma,Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,5778
11682,46541,Timex Men Silver-Toned Dial Watch,Timex,Silver,Winter,Unique,Men,Accessories,Watches,Watches,,5948
11683,11828,Playboy Men Casual Red Casual Shoes,Playboy,Red,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,1113
11684,21681,Fossil Men Black Chronograph Watch CH2697,Fossil,Black,Winter,Unique,Men,Accessories,Watches,Watches,,2372
11685,52373,Red Rose Women Pink Nightdress,Red Rose,Pink,Summer,"XS,S,M,L,XL",Women,Apparel,Loungewear and Nightwear,Nightdress,,8223
11686,14566,Vans Men Authentic Black Casual Shoes,Vans,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,7689
11687,20753,Carlton London  Women Classy Silver Stilettos,Carlton London,Silver,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,,5886
11688,5131,Wrangler Women Check Multi Colour Shirt,Wrangler,Red,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Shirts,,7442
11689,44216,iPanema Women White Flip Flops,iPanema,White,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Flip Flops,Flip Flops,,9259
11690,25221,Lino Perros Women Classic Purple Handbag,Lino Perros,Purple,Winter,Unique,Women,Accessories,Bags,Handbags,,744
11691,11014,Wrangler Women Polka Blue Shirts,Wrangler,Blue,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Shirts,,520
11692,41764,Remanika Women Red Top,Remanika,Red,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,,9085
11693,32296,Q&Q Men Blue Dial Watch,Q&Q,Blue,Winter,Unique,Men,Accessories,Watches,Watches,,6267
11694,33344,Homme Men Black & Brown Semi Formal Shoes,Homme,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Formal Shoes,,4015
11695,1591,Kipsta Men Red Shorts,Kipsta,Red,Fall,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Shorts,,2410
11696,57601,Lotus Herbals Moistpetals Rose Glide Lipstick 115,Lotus Herbals Moistpetals Rose Glide Lipstick 115,Rose,Spring,Unique,Women,Personal Care,Lips,Lipstick,,8981
11697,52141,Femella Women Blue Polo T-Shirt,Femella,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,,6382
11698,15686,Highlander Men Classic Chinos Khaki Trousers,Highlander,Khaki,Fall,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Trousers,,9052
11699,36404,Reid & Taylor Men Green Socks,Reid & Taylor,Green,Summer,Unique,Men,Accessories,Socks,Socks,,8576
11700,5303,Reebok Men Black Backpack,Reebok,Black,Summer,Unique,Unisex,Accessories,Bags,Backpacks,,2122
11701,44024,BOSS Women Perfumes,BOSS,Pink,Spring,Unique,Women,Personal Care,Fragrance,Perfume and Body Mist,,4814
11702,14754,Arrow Men Solid Blue Shirts,Arrow,Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,2953
11703,53093,Fabindia Green Necklace,Fabindia Green Necklace,Green,Winter,Unique,Women,Accessories,Jewellery,Necklace and Chains,,2515
11704,25013,United Colors of Benetton Unisex Maroon Casual Handbags,United Colors of Benetton,Maroon,Summer,Unique,Unisex,Accessories,Bags,Handbags,,3300
11705,11226,Esprit Men Velocity Chrono Silver Steel Watches,Esprit,Steel,Winter,Unique,Men,Accessories,Watches,Watches,,9523
11706,57433,Angry Birds Women Pink T-shirt,Angry Birds,Pink,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,,9272
11707,43201,Fastrack Men Grey Dial Watch,Fastrack,Grey,Winter,Unique,Men,Accessories,Watches,Watches,,7252
11708,2126,Basics MenNavy Slim Fit Checked Shirt,Basics MenNavy Slim Fit Checked Shirt,White,Spring,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,7953
11709,27744,Murcia Women Leather Black Handbag,Murcia,Black,Winter,Unique,Women,Accessories,Bags,Handbags,,3353
11710,18199,Jealous 21 Women Stripes Purple Sweater,Jealous 21,Purple,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Sweaters,,2736
11711,13571,Hanes Men Racer Back Red Innerwear Vests,Hanes,Red,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Innerwear Vests,,4676
11712,55364,Revlon Fuchsia Fever Nail Polish 368,Revlon Fuchsia Fever Nail Polish 368,Pink,Spring,Unique,Women,Personal Care,Nails,Nail Polish,,2655
11713,26696,Reebok Men White Active Sports Shoes,Reebok,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,6198
11714,50616,Chromozome Men Grey Melange Brief,Chromozome,Grey Melange,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Briefs,,7329
11715,6586,Inkfruit Men's Evening Music Royal Blue T-shirt,Inkfruit,Blue,Winter,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,9037
11716,34353,Myntra Men Blue Diet Extreme T-shirt,Myntra,Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,2386
11717,7454,Proline Men Navy Polo T-shirt,Proline,Navy Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,6971
11718,19877,ADIDAS Women Psychedlic White Flip Flops,ADIDAS,White,Fall,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Flip Flops,Flip Flops,,9246
11719,46773,Euroluxe Men Steel Perfume,Euroluxe,Grey,Spring,Unique,Men,Personal Care,Fragrance,Perfume and Body Mist,,4270
11720,16003,Turtle Solid Men Grey Sweaters,Turtle Solid,Grey,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Sweaters,,8891
11721,22236,ID Men Blue Casual Shoes,ID,Blue,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,3440
11722,5767,Jealous 21 Women Sleevless Black V Nech Top,Jealous 21,Black,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,,3990
11723,44440,Gliders Men Black Davis Sports Sandals,Gliders,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sports Sandals,,8399
11724,14330,Nike Men Free Run +2 Black Sports Shoes,Nike,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,806
11725,20105,Diva Women Printed Brown Kurta,Diva,Brown,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,,3575
11726,39814,Red Tape Men Brown Sandals,Red Tape,Brown,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,,2156
11727,52525,Pepe Jeans Women Dark Red Jeggings,Pepe Jeans,Red,Summer,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Jeggings,,7744
11728,45592,Arrow Men Tan Formal Shoes,Arrow,Tan,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Formal Shoes,,7111
11729,36060,OTLS Unisex Mustard Brown Duffle Bag,OTLS,Mustard,Summer,Unique,Unisex,Accessories,Bags,Duffel Bag,,6822
11730,57057,Elle Women Red A-Line Dress,Elle,Red,Summer,"XS,S,M,L,XL",Women,Apparel,Dress,Dresses,,3192
11731,10790,Wrangler Men Manitoba Piping Blue Shirts,Wrangler,Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,2264
11732,58823,FCUK Men Black Dial Watch FC1066BBGGN,FCUK,Black,Winter,Unique,Men,Accessories,Watches,Watches,,775
11733,33512,Cobblerz Women Black Casual Shoes,Cobblerz,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Casual Shoes,,5771
11734,20939,Fastrack Men Polyester Navy Blue Backpack,Fastrack,Navy Blue,Winter,Unique,Men,Accessories,Bags,Backpacks,,7831
11735,39028,CASIO ENTICER Men Black Dial Watch A642,CASIO ENTICER,Black,Winter,Unique,Men,Accessories,Watches,Watches,,5525
11736,25477,Nike Men Lunarfly +3 Grey Sports Shoes,Nike,Grey,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,4550
11737,11642,Puma Women Vintage Black Watch,Puma,Black,Winter,Unique,Women,Accessories,Watches,Watches,,8580
11738,56185,ColorBar Tan Radiant White UV Fairness Compact 005,ColorBar Tan Radiant White UV Fairness Compact 005,Skin,Spring,Unique,Women,Personal Care,Makeup,Compact,,3960
11739,31245,Puma Men White Polo T-shirt,Puma,White,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,4335
11740,3490,ADIDAS Women Spry Dark Navy Black Sandal,ADIDAS,Blue,Spring,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Sandal,Sports Sandals,,4778
11741,8078,ADIDAS Men Zeitfrei Slide Sc Blue Sandals,ADIDAS,Blue,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,,2344
11742,43665,ONLY Women Purple Tunic,ONLY,Purple,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tunics,,571
11743,2542,Numero Uno Men's Casual Black Flip Flop,Numero Uno,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Flip Flops,Flip Flops,,7886
11744,27320,ADIDAS Women Free Emotion Perfume,ADIDAS,Yellow,Spring,Unique,Women,Personal Care,Fragrance,Perfume and Body Mist,,7362
11745,13115,Numero Uno Men Casual Black Casual Shoes,Numero Uno,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,7840
