id_catalog_product,reference,name,brand,color,season,sizes,gender_segment,main_category,sub_category,article_type,score_ec,quantity
3919,12959,ADIDAS Men Sports Black Sports Shoes,ADIDAS,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,4259
3920,7192,Jealous 21 Women Brown Jeggings,Jealous 21,Brown,Fall,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Jeans,0,2603
3921,51202,Enamor Women Skin Bra,Enamor,Skin,Summer,"XS,S,M,L,XL",Women,Apparel,Innerwear,Bra,0,865
3922,29318,ADIDAS Unisex Black Backpack,ADIDAS,Black,Summer,Unique,Unisex,Accessories,Bags,Backpacks,0,8592
3923,34635,Lotto Men XD III Black Shoes,Lotto,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,4672
3924,23682,Red Tape Men Black Casual Shoes,Red Tape,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,6533
3925,9894,Indian Terrain Men Sid Black Trousers,Indian Terrain,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Trousers,0,2878
3926,8946,Indigo Nation Men ID Printed Beige Trousers,Indigo Nation,Beige,Fall,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Trousers,0,1705
3927,22750,BIBA Women Printed White Kurta,BIBA,White,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,0,5488
3928,7132,Urban Yoga Women's Green T-shirt,Urban Yoga,Green,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,0,6169
3929,46215,ADIDAS Men Orange Sports Shoes,ADIDAS,Orange,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,3235
3930,27222,Doodle Kids Girl  Pink Capris,Doodle Kids Girl  Pink Capris,Pink,Summer,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Capris,0,8990
3931,30295,Myntra Men Planet Off White T-shirt,Myntra,Off White,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,1456
3932,3592,Converse Men's All Star Canvas Ox Navy Blue Shoe,Converse,Blue,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,9806
3933,25575,Fila Men Surveillance White Shoes,Fila,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,7123
3934,11740,Lee Men Stripes Grey T-shirt,Lee,Grey,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,1974
3935,41030,Nautica Men Silver Dial Watch,Nautica,Silver,Winter,Unique,Men,Accessories,Watches,Watches,0,4960
3936,58921,Hakashi Men Combo pack Tie+Cufflink+Pocket square,Hakashi,Multi,Summer,Unique,Men,Accessories,Accessories,Accessory Gift Set,0,7502
3937,33410,Baggit Women Jewel Baby Purple Wallet,Baggit,Purple,Summer,Unique,Women,Accessories,Wallets,Wallets,0,6896
3938,10692,Doodle Boy Casual Red Tshirts,Doodle Boy Casual Red Tshirts,Red,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,3328
3939,57155,Elle Women Pink Top,Elle,Pink,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,0,3350
3940,52427,Red Rose Cream Nightdress,Red Rose Cream Nightdress,Cream,Winter,"XS,S,M,L,XL",Women,Apparel,Loungewear and Nightwear,Nightdress,0,3464
3941,20007,United Colors of Benetton Men White Printed T-shirt,United Colors of Benetton,White,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,5094
3942,57969,Prafful Women Black & Grren Sari,Prafful,Black,Fall,"XS,S,M,L,XL",Women,Apparel,Saree,Sarees,0,9641
3943,5665,ADIDAS Men's Slide Grey Orange Flip Flop,ADIDAS,Grey,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Flip Flops,Flip Flops,0,7144
3944,39318,Gini and Jony Boys Red T-shirt,Gini and Jony,Red,Summer,"XS,S,M,L,XL",Boys,Apparel,Topwear,Tshirts,0,3350
3945,25747,Lino Perros Men Leather Black Belt,Lino Perros,Black,Winter,Unique,Men,Accessories,Belts,Belts,0,665
3946,11572,W Women Printed White Kurtas,W,White,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,0,1419
3947,57367,Amante Women Peach-Coloured Briefs PCLR02,Amante,Peach,Summer,"XS,S,M,L,XL",Women,Apparel,Innerwear,Briefs,0,8805
3948,24695,Lotto Men Hermes Black Sandals,Lotto,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,0,4004
3949,33622,Lino Perros Women Black Wallet,Lino Perros,Black,Summer,Unique,Women,Accessories,Wallets,Wallets,0,1491
3950,36350,Reid & Taylor Men Black Tie,Reid & Taylor,Black,Summer,Unique,Men,Accessories,Ties,Ties,0,6547
3951,4585,Wildcraft Unisex Black Solid Backpack,Wildcraft,Black,Winter,Unique,Unisex,Accessories,Bags,Backpacks,0,4339
3952,37282,Tantra Women Purple Prima Donna T-shirt,Tantra,Purple,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,0,1758
3953,5457,Nike Men's Perfect Navy Blue Track Pant,Nike,Navy Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Track Pants,0,8109
3954,44770,Globalite Men Black Skid Shoes,Globalite,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,9206
3955,14000,Nike Men Printed Blue Jackets,Nike,Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Jackets,0,5304
3956,20235,Wrangler Women Baroque Black T-shirt,Wrangler,Black,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,0,567
3957,28058,Jockey ELANCE Men Pack Of 2 Grey Briefs 1010,Jockey ELANCE,Grey Melange,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Briefs,0,6160
3958,48981,Lucera Women Silver Ring,Lucera,Silver,Fall,Unique,Women,Accessories,Jewellery,Ring,0,4978
3959,17685,Catwalk Women Assorted Multi Heels,Catwalk,Multi,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,0,8710
3960,7300,Free Authority Men's Abstract Mix Red T-shirt,Free Authority,Red,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,4021
3961,46027,Estelle Women Gold Pendant with Chain,Estelle,Gold,Winter,Unique,Women,Accessories,Jewellery,Pendant,0,1072
3962,16757,Spice Art Women Beaded Bow Black Clutch,Spice Art,Black,Winter,Unique,Women,Accessories,Bags,Clutches,0,7582
3963,31949,Nike Men Zoom Vomero White Sports Shoes,Nike,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,8332
3964,51090,Satya Paul Red & Grey Saree,Satya Paul Red & Grey Saree,Red,Summer,Unique,Women,Free Items,Free Gifts,Free Gifts,0,5895
3965,22562,Lino Perros Tan Women Casual Sling Bag,Lino Perros Tan,Tan,Winter,Unique,Women,Accessories,Bags,Handbags,0,2758
3966,43555,Puma Women Cream Socks,Puma,Cream,Summer,Unique,Women,Accessories,Socks,Socks,0,6539
3967,2672,Murcia Women Ethnic Hand Bag,Murcia,Red,Winter,Unique,Women,Accessories,Bags,Handbags,0,1150
3968,27010,Jealous 21 Women Washed Light Blue Capris,Jealous 21,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Capris,0,6241
3969,13225,Palm Tree Kids Boys Printed Blue Sweatshirts,Palm Tree Kids,Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Sweatshirts,0,7338
3970,8348,Doodle Boy's Little Monsters Rocking Rust Kidswear,Doodle Boy's Little Monsters Rocking Rust Kidswear,Brown,Fall,"XS,S,M,L,XL",Boys,Apparel,Topwear,Tshirts,0,3087
3971,31175,Gini and Jony Girls Purple Top,Gini and Jony,Magenta,Summer,"XS,S,M,L,XL",Girls,Apparel,Topwear,Tops,0,8376
3972,33246,Arrow Men Lavender Unstainable Slim Fit Shirt,Arrow,Lavender,Spring,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,3762
3973,41666,Mark Taylor Men Brown Striped Shirt,Mark Taylor,Purple,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,1838
3974,32394,Arrow Woman Lavender Shirt,Arrow Woman Lavender Shirt,Lavender,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Shirts,0,5496
3975,25323,Casio Edifice Men Analog Watch EF-130D-1A2VDF(ED417),Casio Edifice,Black,Summer,Unique,Men,Accessories,Watches,Watches,0,6280
3976,11116,Indigo Nation Men Solid Grey Shirts,Indigo Nation,Grey,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,3327
3977,21783,Fossil Men Pierce Black Belt,Fossil,Black,Fall,Unique,Men,Accessories,Belts,Belts,0,5732
3978,59699,Avirate Black Bra,Avirate Black Bra,Black,Summer,"XS,S,M,L,XL",Women,Apparel,Innerwear,Bra,0,2717
3979,36734,Spykar Women Cult White T-shirt,Spykar,White,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,0,4039
3980,7764,Inkfruit Men's Night Rider Black Yellow Orange T-shirt,Inkfruit,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,8345
3981,46443,Timex Men Blue Dial Watch,Timex,Blue,Winter,Unique,Men,Accessories,Watches,Watches,0,9729
3982,16333,Peter England Men Stripes Black Shirt,Peter England,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,4883
3983,50526,Chromozome Men Pack of 2 Briefs,Chromozome,Grey,Winter,"XS,S,M,L,XL",Men,Apparel,Innerwear,Briefs,0,3461
3984,47591,Portia Women Black Flats,Portia,Black,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,0,3726
3985,34063,Gini and Jony Girls Printed Pink Dress,Gini and Jony,Pink,Summer,"XS,S,M,L,XL",Girls,Apparel,Dress,Dresses,0,7337
3986,12793,Nike Women Blue Grafitti Maroon Tshirts,Nike,Maroon,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,0,7531
3987,2216,ADIDAS Women Beige Socks,ADIDAS,Beige,Fall,Unique,Women,Accessories,Socks,Socks,0,9790
3988,27474,Jockey Essence Pink Bra 2001,Jockey Essence Pink Bra 2001,Pink,Winter,"XS,S,M,L,XL",Women,Apparel,Innerwear,Bra,0,9631
3989,13641,Carlton London Women Casual Navy Flats,Carlton London,Navy Blue,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,0,4216
3990,54186,Jockey ELANCE Men Olive Briefs 1006,Jockey ELANCE,Olive,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Briefs,0,3914
3991,16101,M tv Women My Fab Eyewear Brown Sunglasses,M tv,Brown,Winter,Unique,Women,Accessories,Eyewear,Sunglasses,0,1948
3992,22334,John Players Men Stripes Red Polo T-Shirt,John Players,Red,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,1070
3993,19975,United Colors of Benetton Men Red Polo TShirt,United Colors of Benetton,Red,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,3404
3994,35383,Enroute Boys Charcoal Shoes,Enroute,Charcoal,Summer,"36,37,38,39,40,41,42,43,44,45",Boys,Footwear,Shoes,Casual Shoes,0,3005
3995,7556,Nike Men's Aqua Polo T-shirt,Nike,Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,1417
3996,34251,Proline Navy Shorts,Proline Navy Shorts,Navy Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Shorts,0,7482
3997,6484,ADIDAS Men's Black Strip T-shirt,ADIDAS,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,7927
3998,50714,Doodle Boys white Printed T-Shirt,Doodle,White,Summer,"XS,S,M,L,XL",Boys,Apparel,Topwear,Tshirts,0,6836
3999,31723,Fabindia Women Ananya Gold Pendant,Fabindia,Gold,Winter,Unique,Women,Accessories,Jewellery,Pendant,0,2178
4000,49639,Mineral Women Lime Green Top,Mineral,Green,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,0,1115
4001,19149,United Colors of Benetton Men Solid White Polo Tshirt,United Colors of Benetton,White,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,7586
4002,26794,Arrow Men Grey Shirt,Arrow,Grey,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,5249
4003,27646,Che Guevara Men Printed Black T-shirt,Che Guevara,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,4005
4004,13473,Rocia Women White Heels,Rocia,White,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Flats,0,5029
4005,43303,United Colors of Benetton Women Black Dress,United Colors of Benetton,Black,Summer,"XS,S,M,L,XL",Women,Apparel,Dress,Dresses,0,1635
4006,2024,ADIDAS Mens Fitted Red T-shirt,ADIDAS Mens Fitted Red T-shirt,Red,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,9066
4007,33074,U.S.Polo Assn. Men Green Polo T-shirt,U.S.Polo Assn.,Green,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,7726
4008,40586,Aurelia Women White Kurta,Aurelia,White,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,0,5662
4009,57531,Provogue Men Mushroom Brown Casual Shoes,Provogue,Mushroom Brown,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,706
4010,25111,Lino Perros Women Beige Belt,Lino Perros,Beige,Winter,Unique,Women,Accessories,Belts,Belts,0,5375
4011,11324,United Colors of Benetton Men Black and Brown Checked Trousers,United Colors of Benetton,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Trousers,0,1819
4012,41454,Lee Cooper Men White Shoes,Lee Cooper,White,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,1641
4013,14656,Probase Men Funky Print White Tshirts,Probase,White,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,5127
4014,33848,Puma Men Drift Cat Brown Shoes,Puma,Brown,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,7889
4015,20463,Baggit Women Auxi Excel Black Mobile Pouch,Baggit,Black,Winter,Unique,Women,Accessories,Bags,Mobile Pouch,0,3190
4016,5201,Superman Men's Anger Moon Blue T-shirt,Superman,Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,7823
4017,36506,United Colors of Benetton Women Black Bag,United Colors of Benetton,Black,Summer,Unique,Women,Accessories,Bags,Handbags,0,3755
4018,15784,Facit Men Brown Comfort Briefs,Facit,Brown,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Briefs,0,8781
4019,52043,Just Natural Unisex Navy Blue Jacket,Just Natural,Navy Blue,Summer,"XS,S,M,L,XL",Unisex,Apparel,Topwear,Rain Jacket,0,5713
4020,10030,Nike Women As See The Win Black T-Shirts,Nike,Black,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,0,4608
4021,40740,Converse Unisex Red Flip Flops,Converse,Red,Summer,"36,37,38,39,40,41,42,43,44,45",Unisex,Footwear,Flip Flops,Flip Flops,0,3520
4022,41692,Catwalk Women Gold Heels,Catwalk,Gold,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,0,2357
4023,32360,Q&Q Men Black Dial Watch,Q&Q,Black,Winter,Unique,Men,Accessories,Watches,Watches,0,9496
4024,39788,Peter England Men Maroon Purple Shirt,Peter England,Purple,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,9636
4025,4929,Gini and Jony Girl's Vanida Blue Dungree Kidswear,Gini and Jony Girl's Vanida Blue Dungree Kidswear,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Skirts,0,3289
4026,14490,Flying Machine Men Casual Grey Casual Shoes,Flying Machine,Grey,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,4375
4027,53357,Puma Unisex Pack of 2 Red Wristband,Puma,Red,Fall,Unique,Unisex,Accessories,Sports Accessories,Wristbands,0,8105
4028,15542,Catwalk Women Casual Multi Flats,Catwalk,Multi,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,0,8635
4029,45232,CASIO YOUTH Men Navy Dial Analogue & Digital Time Watch AD182,CASIO YOUTH,Navy Blue,Winter,Unique,Men,Accessories,Watches,Watches,0,6555
4030,7790,Proline Men Olive Green Polo T-shirt,Proline,Olive,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,4382
4031,35145,Allen Solly Woman Red Clutch,Allen Solly Woman Red Clutch,Red,Summer,Unique,Women,Accessories,Bags,Clutches,0,7675
4032,51400,Myntra Men Yellow Shirt,Myntra,Yellow,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,7629
4033,17215,United Colors of Benetton Women Funky Eyewear Purple Sunglasses,United Colors of Benetton,Purple,Winter,Unique,Women,Accessories,Eyewear,Sunglasses,0,5521
4034,47565,Portia Women Black Flats,Portia,Black,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Flats,0,5235
4035,6642,Nike Men's Air Max Lte White Blue Shoe,Nike,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,2887
4036,34097,Doodle Boys Printed Green T-shirt,Doodle,Green,Summer,"XS,S,M,L,XL",Boys,Apparel,Topwear,Tshirts,0,7082
4037,26552,ID Men Black Shoes,ID,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,9633
4038,3330,RCB Mens Fangear Polo Jersey,RCB Mens Fangear Polo Jersey,Red,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,6366
4039,42017,ADIDAS Men White Phaedra Sports Shoes,ADIDAS,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,3066
4040,27480,Jockey Essence Black Bra 2004,Jockey Essence Black Bra 2004,Black,Winter,"XS,S,M,L,XL",Women,Apparel,Innerwear,Bra,0,1475
4041,54172,Femella Golden Necklace,Femella Golden Necklace,Gold,Fall,Unique,Women,Accessories,Jewellery,Necklace and Chains,0,7712
4042,51632,Fossil Women Gold-Toned Dial Chronograph Watch ES2859,Fossil,Gold,Winter,Unique,Women,Accessories,Watches,Watches,0,9646
4043,29728,Kiara Women Peach Handbag,Kiara,Peach,Summer,Unique,Women,Accessories,Bags,Handbags,0,1762
4044,19981,United Colors of Benetton Men Printed White TShirt,United Colors of Benetton,White,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,5547
4045,6470,Numero Uno Men's Beige Brown Casual Shoe,Numero Uno,Brown,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,9635
4046,23212,Aneri Women Silver Moon Black Kurti,Aneri,Black,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtis,0,7882
4047,17027,Gas Men Navy Blue Flip Flops,Gas,Navy Blue,Spring,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Flip Flops,Flip Flops,0,6731
4048,3102,Probase Men's Boarding Grey T-shirt,Probase,Grey,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,3827
4049,42225,Sepia Women Blue Top,Sepia,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,0,6130
4050,54340,Levis Men Pack of 3 Socks,Levis,White,Summer,Unique,Men,Accessories,Socks,Socks,0,2759
4051,13487,Spykar Men Stripes Blue Shirts,Spykar,Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,1757
4052,30605,Nike Men Classic Jersey Grey Track Pants,Nike,Grey,Summer,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Track Pants,0,964
4053,9438,Nike Unisex Ultimatum Max Black Backpacks,Nike,Black,Fall,Unique,Unisex,Accessories,Bags,Backpacks,0,3794
4054,33080,U.S. Polo Assn. Denim Co. Men Printed Cream T-Shirt,U.S. Polo Assn. Denim Co.,White,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,7274
4055,38468,Baggit Women Green Wallet,Baggit,Green,Summer,Unique,Women,Accessories,Wallets,Wallets,0,7931
4056,40572,W Women Blue Kurta,W,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,0,1730
4057,10202,Murcia Women Asjke Green Green Handbags,Murcia,Green,Winter,Unique,Women,Accessories,Bags,Handbags,0,9576
4058,24037,Locomotive Men Printed Beige T-shirt,Locomotive,Beige,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,4305
4059,56417,Biara Women Blue  Bra,Biara,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Innerwear,Bra,0,6919
4060,20497,Baggit Women Taker Jhuti Beige Wallet,Baggit,Beige,Winter,Unique,Women,Accessories,Wallets,Wallets,0,6250
4061,45000,Maxima Men Black Digital Watch,Maxima,Grey,Winter,Unique,Men,Accessories,Watches,Watches,0,4356
4062,4327,Tantra Kid's Unisex Cute Mom Turqoise Kidswear,Tantra Kid's,Blue,Summer,"XS,S,M,L,XL",Unisex,Apparel,Topwear,Tshirts,0,3635
4063,21545,Kiara Women Margaret Maroon Handbag,Kiara,Maroon,Winter,Unique,Women,Accessories,Bags,Handbags,0,7453
4064,15770,Facit Men Grey Briefs,Facit,Grey,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Briefs,0,9616
4065,47333,Baggit Women Beige Chata Josh Wallet,Baggit,Beige,Summer,Unique,Women,Accessories,Wallets,Wallets,0,6534
4066,6014,Highlander Men Black & White Checked Slim Fit Shirt,Highlander,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,5089
4067,23676,Red Tape Men Cross Band Black Sandals,Red Tape,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,0,2046
4068,17443,CASIO ENTICER Unisex Black Dial Watch BS113 ,CASIO ENTICER,Black,Winter,Unique,Unisex,Accessories,Watches,Watches,0,6565
4069,50384,Vishudh Women Black Salwar and Dupatta,Vishudh,Black,Summer,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Salwar and Dupatta,0,1594
4070,9860,Status Quo Men Green Polo Tshirts,Status Quo,Green,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,2911
4071,51256,Park Avenue Men Brown Belt,Park Avenue,Brown,Summer,Unique,Men,Accessories,Belts,Belts,0,3117
4072,35713,Nike Men Jordan Fly Wade Red Sports Shoes,Nike,Red,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,9454
4073,54724,Shree Women Black and Yellow Printed Patiala Kurta Set,Shree,Black,Fall,"XS,S,M,L,XL",Women,Apparel,Apparel Set,Kurta Sets,0,4645
4074,43793,Royal Diadem White Earrings,Royal Diadem White Earrings,Gold,Summer,Unique,Women,Accessories,Jewellery,Earrings,0,3275
4075,30261,Red Tape Men Brown Formal Shoes,Red Tape,Brown,Winter,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Formal Shoes,0,7128
4076,3566,ADIDAS Men's White Silver Running Shoe,ADIDAS,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,3655
4077,42641,W Women Blue Kurta,W,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,0,4470
4078,12131,Aurelia Women Solid Purple Kurtas,Aurelia,Purple,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,0,8472
4079,37878,Happy Socks Unisex Purple Socks,Happy Socks,Purple,Summer,Unique,Unisex,Accessories,Socks,Socks,0,9275
4080,24453,Nike Men Free Run Blue Sports Shoes,Nike,Blue,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,5915
4081,4743,Numero Uno Women Dna Red Shoe,Numero Uno,Red,Summer,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Casual Shoes,0,4831
4082,21121,s.Oliver Men Check Navy Blue Shirt,s.Oliver,Navy Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,2442
4083,15314,ADIDAS Men Ranger White Sports Shoes,ADIDAS,White,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,6526
4084,38830,Latin Quarters Women Navy Blue Printed Dress,Latin Quarters,Navy Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Dress,Dresses,0,8801
4085,5691,Skechers Men's Regions Off White Shoe,Skechers,White,Winter,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,691
4086,11586,W Women Printed Beige Kurtas,W,Beige,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,0,9595
4087,56241,SDL by Sweet Dreams Men Blue & Grey Pyjama Set,SDL by Sweet Dreams,Navy Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Loungewear and Nightwear,Night suits,0,1361
4088,57393,Amante Women Pack of 6 Briefs PFCN06,Amante,Multi,Winter,"XS,S,M,L,XL",Women,Apparel,Innerwear,Briefs,0,7211
4089,10454,Flying Machine Men Gloden Haze Yellow Tshirts,Flying Machine,Yellow,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,9775
4090,24661,ADIDAS Originals Men White Casual Socks,ADIDAS Originals,Black,Fall,Unique,Men,Accessories,Socks,Socks,0,1149
4091,21313,Celine Dion Women Black Frame Sunglasses,Celine Dion,Black,Winter,Unique,Women,Accessories,Eyewear,Sunglasses,0,4634
4092,45656,Park Avenue Men Black Trunks,Park Avenue,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Trunk,0,8087
4093,4571,Nike Women Air Max Trainer Excel Purple Sports Shoes,Nike,Purple,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Sports Shoes,0,9328
4094,44784,Lotto Men White Torcida Shoes,Lotto,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,1536
4095,48975,Lucera Women Silver Ring,Lucera,Silver,Fall,Unique,Women,Accessories,Jewellery,Ring,0,4631
4096,17671,Catwalk Women Fancy Beige Heels,Catwalk,Beige,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,0,2648
4097,47101,Marvel Boys Yellow Sandals,Marvel,Yellow,Fall,"36,37,38,39,40,41,42,43,44,45",Boys,Footwear,Sandal,Sandals,0,5957
4098,6226,Lee Men's Medal Pink Granite T-shirt,Lee,Pink,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,6579
4099,35521,Bata Men Sandy Blue Flip Flops,Bata,Blue,Winter,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Flip Flops,Flip Flops,0,2930
4100,22596,Nike Men Red T-shirt,Nike,Red,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,2379
4101,28890,Enamor Women Dark Pink Regular-Rise Bikini Brief,Enamor,Pink,Summer,"XS,S,M,L,XL",Women,Apparel,Innerwear,Briefs,0,8042
