id_stock,id_catalog_product,size_label,quantity_available
41091,8202,Unique,1909
41092,8203,36,871
41093,8203,37,871
41094,8203,38,871
41095,8203,39,871
41096,8203,40,871
41097,8203,41,870
41098,8203,42,870
41099,8203,43,870
41100,8203,44,870
41101,8203,45,870
41102,8204,Unique,756
41103,8205,XS,445
41104,8205,S,444
41105,8205,M,444
41106,8205,L,444
41107,8205,XL,444
41108,8206,XS,385
41109,8206,S,385
41110,8206,M,385
41111,8206,L,384
41112,8206,XL,384
41113,8207,Unique,5453
41114,8208,Unique,3490
41115,8209,Unique,1695
41116,8210,36,506
41117,8210,37,506
41118,8210,38,506
41119,8210,39,506
41120,8210,40,506
41121,8210,41,506
41122,8210,42,506
41123,8210,43,506
41124,8210,44,506
41125,8210,45,505
41126,8211,XS,973
41127,8211,S,973
41128,8211,M,973
41129,8211,L,973
41130,8211,XL,973
41131,8212,36,175
41132,8212,37,175
41133,8212,38,175
41134,8212,39,175
41135,8212,40,174
41136,8212,41,174
41137,8212,42,174
41138,8212,43,174
41139,8212,44,174
41140,8212,45,174
41141,8213,XS,1454
41142,8213,S,1453
41143,8213,M,1453
41144,8213,L,1453
41145,8213,XL,1453
41146,8214,XS,1161
41147,8214,S,1161
41148,8214,M,1160
41149,8214,L,1160
41150,8214,XL,1160
41151,8215,36,181
41152,8215,37,181
41153,8215,38,181
41154,8215,39,181
41155,8215,40,181
41156,8215,41,181
41157,8215,42,180
41158,8215,43,180
41159,8215,44,180
41160,8215,45,180
41161,8216,Unique,2902
41162,8217,Unique,996
41163,8218,36,390
41164,8218,37,390
41165,8218,38,390
41166,8218,39,390
41167,8218,40,390
41168,8218,41,390
41169,8218,42,390
41170,8218,43,390
41171,8218,44,390
41172,8218,45,389
41173,8219,XS,282
41174,8219,S,282
41175,8219,M,282
41176,8219,L,282
41177,8219,XL,281
41178,8220,36,88
41179,8220,37,88
41180,8220,38,87
41181,8220,39,87
41182,8220,40,87
41183,8220,41,87
41184,8220,42,87
41185,8220,43,87
41186,8220,44,87
41187,8220,45,87
41188,8221,XS,1348
41189,8221,S,1347
41190,8221,M,1347
41191,8221,L,1347
41192,8221,XL,1347
41193,8222,XS,369
41194,8222,S,369
41195,8222,M,369
41196,8222,L,369
41197,8222,XL,368
41198,8223,36,902
41199,8223,37,902
41200,8223,38,902
41201,8223,39,902
41202,8223,40,902
41203,8223,41,901
41204,8223,42,901
41205,8223,43,901
41206,8223,44,901
41207,8223,45,901
41208,8224,XS,587
41209,8224,S,586
41210,8224,M,586
41211,8224,L,586
41212,8224,XL,586
41213,8225,XS,1034
41214,8225,S,1034
41215,8225,M,1034
41216,8225,L,1034
41217,8225,XL,1034
41218,8226,Unique,3284
41219,8227,XS,1982
41220,8227,S,1982
41221,8227,M,1981
41222,8227,L,1981
41223,8227,XL,1981
41224,8228,XS,439
41225,8228,S,439
41226,8228,M,439
41227,8228,L,439
41228,8228,XL,439
41229,8229,XS,482
41230,8229,S,482
41231,8229,M,481
41232,8229,L,481
41233,8229,XL,481
41234,8230,XS,1063
41235,8230,S,1063
41236,8230,M,1063
41237,8230,L,1063
41238,8230,XL,1062
41239,8231,Unique,1280
41240,8232,XS,304
41241,8232,S,304
41242,8232,M,304
41243,8232,L,304
41244,8232,XL,303
41245,8233,XS,381
41246,8233,S,381
41247,8233,M,381
41248,8233,L,380
41249,8233,XL,380
41250,8234,Unique,1926
41251,8235,Unique,9355
41252,8236,Unique,6368
41253,8237,Unique,510
41254,8238,36,683
41255,8238,37,683
41256,8238,38,683
41257,8238,39,683
41258,8238,40,683
41259,8238,41,683
41260,8238,42,683
41261,8238,43,683
41262,8238,44,683
41263,8238,45,683
41264,8239,Unique,9730
41265,8240,Unique,3325
41266,8241,XS,1593
41267,8241,S,1593
41268,8241,M,1593
41269,8241,L,1593
41270,8241,XL,1592
41271,8242,Unique,3503
41272,8243,36,977
41273,8243,37,977
41274,8243,38,977
41275,8243,39,977
41276,8243,40,977
41277,8243,41,977
41278,8243,42,977
41279,8243,43,976
41280,8243,44,976
41281,8243,45,976
41282,8244,XS,1539
41283,8244,S,1539
41284,8244,M,1539
41285,8244,L,1539
41286,8244,XL,1539
41287,8245,XS,1444
41288,8245,S,1444
41289,8245,M,1444
41290,8245,L,1444
41291,8245,XL,1444
41292,8246,XS,718
41293,8246,S,718
41294,8246,M,718
41295,8246,L,717
41296,8246,XL,717
41297,8247,XS,458
41298,8247,S,458
41299,8247,M,458
41300,8247,L,458
41301,8247,XL,457
41302,8248,XS,708
41303,8248,S,707
41304,8248,M,707
41305,8248,L,707
41306,8248,XL,707
41307,8249,XS,1576
41308,8249,S,1576
41309,8249,M,1575
41310,8249,L,1575
41311,8249,XL,1575
41312,8250,36,810
41313,8250,37,810
41314,8250,38,810
41315,8250,39,810
41316,8250,40,810
41317,8250,41,810
41318,8250,42,810
41319,8250,43,810
41320,8250,44,809
41321,8250,45,809
41322,8251,36,534
41323,8251,37,534
41324,8251,38,534
41325,8251,39,534
41326,8251,40,534
41327,8251,41,534
41328,8251,42,534
41329,8251,43,534
41330,8251,44,533
41331,8251,45,533
41332,8252,XS,1275
41333,8252,S,1275
41334,8252,M,1274
41335,8252,L,1274
41336,8252,XL,1274
41337,8253,36,416
41338,8253,37,416
41339,8253,38,416
41340,8253,39,415
41341,8253,40,415
41342,8253,41,415
41343,8253,42,415
41344,8253,43,415
41345,8253,44,415
41346,8253,45,415
41347,8254,36,480
41348,8254,37,480
41349,8254,38,480
41350,8254,39,480
41351,8254,40,480
41352,8254,41,480
41353,8254,42,480
41354,8254,43,480
41355,8254,44,480
41356,8254,45,479
41357,8255,XS,1954
41358,8255,S,1954
41359,8255,M,1954
41360,8255,L,1953
41361,8255,XL,1953
41362,8256,XS,295
41363,8256,S,295
41364,8256,M,295
41365,8256,L,294
41366,8256,XL,294
41367,8257,XS,1517
41368,8257,S,1517
41369,8257,M,1517
41370,8257,L,1516
41371,8257,XL,1516
41372,8258,XS,1199
41373,8258,S,1199
41374,8258,M,1199
41375,8258,L,1199
41376,8258,XL,1198
41377,8259,Unique,9991
41378,8260,Unique,3906
41379,8261,XS,1130
41380,8261,S,1130
41381,8261,M,1130
41382,8261,L,1130
41383,8261,XL,1130
41384,8262,Unique,9850
41385,8263,XS,726
41386,8263,S,726
41387,8263,M,726
41388,8263,L,726
41389,8263,XL,725
41390,8264,XS,121
41391,8264,S,121
41392,8264,M,121
41393,8264,L,121
41394,8264,XL,120
41395,8265,XS,1587
41396,8265,S,1587
41397,8265,M,1587
41398,8265,L,1586
41399,8265,XL,1586
41400,8266,XS,1638
41401,8266,S,1638
41402,8266,M,1638
41403,8266,L,1638
41404,8266,XL,1637
41405,8267,XS,814
41406,8267,S,814
41407,8267,M,813
41408,8267,L,813
41409,8267,XL,813
41410,8268,XS,970
41411,8268,S,970
41412,8268,M,970
41413,8268,L,969
41414,8268,XL,969
41415,8269,Unique,4890
41416,8270,XS,1463
41417,8270,S,1462
41418,8270,M,1462
41419,8270,L,1462
41420,8270,XL,1462
41421,8271,XS,337
41422,8271,S,336
41423,8271,M,336
41424,8271,L,336
41425,8271,XL,336
41426,8272,Unique,5144
41427,8273,36,638
41428,8273,37,638
41429,8273,38,638
41430,8273,39,637
41431,8273,40,637
41432,8273,41,637
41433,8273,42,637
41434,8273,43,637
41435,8273,44,637
41436,8273,45,637
41437,8274,XS,979
41438,8274,S,979
41439,8274,M,979
41440,8274,L,979
41441,8274,XL,978
41442,8275,36,404
41443,8275,37,404
41444,8275,38,404
41445,8275,39,404
41446,8275,40,403
41447,8275,41,403
41448,8275,42,403
41449,8275,43,403
41450,8275,44,403
41451,8275,45,403
41452,8276,Unique,6344
41453,8277,Unique,6439
41454,8278,Unique,6975
41455,8279,Unique,2274
41456,8280,Unique,8783
41457,8281,36,95
41458,8281,37,95
41459,8281,38,95
41460,8281,39,95
41461,8281,40,95
41462,8281,41,95
41463,8281,42,94
41464,8281,43,94
41465,8281,44,94
41466,8281,45,94
41467,8282,Unique,608
41468,8283,Unique,3739
41469,8284,XS,1287
41470,8284,S,1286
41471,8284,M,1286
41472,8284,L,1286
41473,8284,XL,1286
41474,8285,XS,911
41475,8285,S,911
41476,8285,M,911
41477,8285,L,910
41478,8285,XL,910
41479,8286,XS,1008
41480,8286,S,1008
41481,8286,M,1007
41482,8286,L,1007
41483,8286,XL,1007
41484,8287,36,687
41485,8287,37,686
41486,8287,38,686
41487,8287,39,686
41488,8287,40,686
41489,8287,41,686
41490,8287,42,686
41491,8287,43,686
41492,8287,44,686
41493,8287,45,686
41494,8288,Unique,1745
41495,8289,XS,644
41496,8289,S,644
41497,8289,M,644
41498,8289,L,644
41499,8289,XL,644
41500,8290,36,897
41501,8290,37,897
41502,8290,38,897
41503,8290,39,897
41504,8290,40,897
41505,8290,41,897
41506,8290,42,897
41507,8290,43,897
41508,8290,44,897
41509,8290,45,896
41510,8291,Unique,8241
41511,8292,XS,1121
41512,8292,S,1121
41513,8292,M,1121
41514,8292,L,1121
41515,8292,XL,1121
41516,8293,36,343
41517,8293,37,343
41518,8293,38,342
41519,8293,39,342
41520,8293,40,342
41521,8293,41,342
41522,8293,42,342
41523,8293,43,342
41524,8293,44,342
41525,8293,45,342
41526,8294,XS,603
41527,8294,S,603
41528,8294,M,603
41529,8294,L,602
41530,8294,XL,602
41531,8295,36,953
41532,8295,37,953
41533,8295,38,953
41534,8295,39,953
41535,8295,40,953
41536,8295,41,953
41537,8295,42,953
41538,8295,43,953
41539,8295,44,953
41540,8295,45,953
41541,8296,XS,661
41542,8296,S,660
41543,8296,M,660
41544,8296,L,660
41545,8296,XL,660
41546,8297,XS,1497
41547,8297,S,1496
41548,8297,M,1496
41549,8297,L,1496
41550,8297,XL,1496
41551,8298,XS,1745
41552,8298,S,1744
41553,8298,M,1744
41554,8298,L,1744
41555,8298,XL,1744
41556,8299,Unique,7002
41557,8300,Unique,6538
41558,8301,XS,1346
41559,8301,S,1346
41560,8301,M,1346
41561,8301,L,1346
41562,8301,XL,1345
41563,8302,XS,1990
41564,8302,S,1990
41565,8302,M,1990
41566,8302,L,1990
41567,8302,XL,1989
41568,8303,XS,173
41569,8303,S,173
41570,8303,M,173
41571,8303,L,173
41572,8303,XL,172
41573,8304,36,230
41574,8304,37,230
41575,8304,38,230
41576,8304,39,230
41577,8304,40,230
41578,8304,41,230
41579,8304,42,230
41580,8304,43,230
41581,8304,44,230
41582,8304,45,230
41583,8305,Unique,6458
41584,8306,36,960
41585,8306,37,960
41586,8306,38,960
41587,8306,39,960
41588,8306,40,960
41589,8306,41,960
41590,8306,42,959
41591,8306,43,959
41592,8306,44,959
41593,8306,45,959
41594,8307,Unique,7936
41595,8308,XS,1059
41596,8308,S,1059
41597,8308,M,1059
41598,8308,L,1058
41599,8308,XL,1058
41600,8309,Unique,8660
41601,8310,XS,136
41602,8310,S,136
41603,8310,M,136
41604,8310,L,136
41605,8310,XL,135
41606,8311,36,438
41607,8311,37,438
41608,8311,38,438
41609,8311,39,437
41610,8311,40,437
41611,8311,41,437
41612,8311,42,437
41613,8311,43,437
41614,8311,44,437
41615,8311,45,437
41616,8312,36,446
41617,8312,37,446
41618,8312,38,446
41619,8312,39,446
41620,8312,40,446
41621,8312,41,446
41622,8312,42,446
41623,8312,43,446
41624,8312,44,446
41625,8312,45,446
41626,8313,XS,338
41627,8313,S,337
41628,8313,M,337
41629,8313,L,337
41630,8313,XL,337
41631,8314,Unique,1273
41632,8315,XS,992
41633,8315,S,992
41634,8315,M,992
41635,8315,L,992
41636,8315,XL,992
41637,8316,XS,171
41638,8316,S,171
41639,8316,M,170
41640,8316,L,170
41641,8316,XL,170
41642,8317,XS,1489
41643,8317,S,1489
41644,8317,M,1489
41645,8317,L,1488
41646,8317,XL,1488
41647,8318,36,571
41648,8318,37,571
41649,8318,38,570
41650,8318,39,570
41651,8318,40,570
41652,8318,41,570
41653,8318,42,570
41654,8318,43,570
41655,8318,44,570
41656,8318,45,570
41657,8319,XS,1169
41658,8319,S,1169
41659,8319,M,1169
41660,8319,L,1169
41661,8319,XL,1168
41662,8320,XS,1002
41663,8320,S,1002
41664,8320,M,1001
41665,8320,L,1001
41666,8320,XL,1001
41667,8321,36,533
41668,8321,37,533
41669,8321,38,533
41670,8321,39,533
41671,8321,40,533
41672,8321,41,533
41673,8321,42,533
41674,8321,43,533
41675,8321,44,533
41676,8321,45,533
41677,8322,XS,124
41678,8322,S,124
41679,8322,M,123
41680,8322,L,123
41681,8322,XL,123
41682,8323,XS,197
41683,8323,S,196
41684,8323,M,196
41685,8323,L,196
41686,8323,XL,196
41687,8324,XS,958
41688,8324,S,958
41689,8324,M,957
41690,8324,L,957
41691,8324,XL,957
41692,8325,XS,1461
41693,8325,S,1461
41694,8325,M,1460
41695,8325,L,1460
41696,8325,XL,1460
41697,8326,36,880
41698,8326,37,880
41699,8326,38,880
41700,8326,39,880
41701,8326,40,880
41702,8326,41,880
41703,8326,42,880
41704,8326,43,880
41705,8326,44,879
41706,8326,45,879
41707,8327,XS,996
41708,8327,S,996
41709,8327,M,995
41710,8327,L,995
41711,8327,XL,995
41712,8328,Unique,7033
41713,8329,Unique,743
41714,8330,Unique,7512
41715,8331,36,137
41716,8331,37,137
41717,8331,38,137
41718,8331,39,137
41719,8331,40,137
41720,8331,41,136
41721,8331,42,136
41722,8331,43,136
41723,8331,44,136
41724,8331,45,136
41725,8332,Unique,5829
41726,8333,Unique,1103
41727,8334,XS,1252
41728,8334,S,1251
41729,8334,M,1251
41730,8334,L,1251
41731,8334,XL,1251
41732,8335,Unique,4518
41733,8336,XS,1139
41734,8336,S,1139
41735,8336,M,1138
41736,8336,L,1138
41737,8336,XL,1138
41738,8337,Unique,2515
41739,8338,36,388
41740,8338,37,388
41741,8338,38,388
41742,8338,39,388
41743,8338,40,388
41744,8338,41,388
41745,8338,42,388
41746,8338,43,388
41747,8338,44,388
41748,8338,45,388
41749,8339,XS,854
41750,8339,S,854
41751,8339,M,854
41752,8339,L,854
41753,8339,XL,854
41754,8340,XS,1266
41755,8340,S,1266
41756,8340,M,1266
41757,8340,L,1266
41758,8340,XL,1265
41759,8341,Unique,2113
41760,8342,Unique,2379
41761,8343,XS,1175
41762,8343,S,1175
41763,8343,M,1174
41764,8343,L,1174
41765,8343,XL,1174
41766,8344,XS,922
41767,8344,S,922
41768,8344,M,922
41769,8344,L,921
41770,8344,XL,921
41771,8345,XS,1959
41772,8345,S,1958
41773,8345,M,1958
41774,8345,L,1958
41775,8345,XL,1958
41776,8346,XS,1954
41777,8346,S,1953
41778,8346,M,1953
41779,8346,L,1953
41780,8346,XL,1953
41781,8347,36,948
41782,8347,37,948
41783,8347,38,948
41784,8347,39,948
41785,8347,40,948
41786,8347,41,948
41787,8347,42,948
41788,8347,43,948
41789,8347,44,947
41790,8347,45,947
41791,8348,36,65
41792,8348,37,65
41793,8348,38,65
41794,8348,39,65
41795,8348,40,65
41796,8348,41,65
41797,8348,42,65
41798,8348,43,65
41799,8348,44,64
41800,8348,45,64
41801,8349,36,226
41802,8349,37,226
41803,8349,38,226
41804,8349,39,226
41805,8349,40,225
41806,8349,41,225
41807,8349,42,225
41808,8349,43,225
41809,8349,44,225
41810,8349,45,225
41811,8350,XS,1576
41812,8350,S,1576
41813,8350,M,1576
41814,8350,L,1575
41815,8350,XL,1575
41816,8351,XS,1437
41817,8351,S,1436
41818,8351,M,1436
41819,8351,L,1436
41820,8351,XL,1436
41821,8352,XS,852
41822,8352,S,851
41823,8352,M,851
41824,8352,L,851
41825,8352,XL,851
41826,8353,XS,1975
41827,8353,S,1974
41828,8353,M,1974
41829,8353,L,1974
41830,8353,XL,1974
41831,8354,Unique,9616
41832,8355,36,590
41833,8355,37,590
41834,8355,38,589
41835,8355,39,589
41836,8355,40,589
41837,8355,41,589
41838,8355,42,589
41839,8355,43,589
41840,8355,44,589
41841,8355,45,589
41842,8356,XS,711
41843,8356,S,711
41844,8356,M,710
41845,8356,L,710
41846,8356,XL,710
41847,8357,XS,1239
41848,8357,S,1239
41849,8357,M,1238
41850,8357,L,1238
41851,8357,XL,1238
41852,8358,XS,944
41853,8358,S,944
41854,8358,M,944
41855,8358,L,943
41856,8358,XL,943
41857,8359,XS,1061
41858,8359,S,1061
41859,8359,M,1061
41860,8359,L,1060
41861,8359,XL,1060
41862,8360,36,288
41863,8360,37,288
41864,8360,38,288
41865,8360,39,288
41866,8360,40,288
41867,8360,41,288
41868,8360,42,288
41869,8360,43,287
41870,8360,44,287
41871,8360,45,287
41872,8361,Unique,5586
41873,8362,XS,737
41874,8362,S,737
41875,8362,M,736
41876,8362,L,736
41877,8362,XL,736
41878,8363,Unique,3660
41879,8364,Unique,7076
41880,8365,XS,1881
41881,8365,S,1881
41882,8365,M,1881
41883,8365,L,1880
41884,8365,XL,1880
41885,8366,36,309
41886,8366,37,309
41887,8366,38,309
41888,8366,39,309
41889,8366,40,309
41890,8366,41,309
41891,8366,42,308
41892,8366,43,308
41893,8366,44,308
41894,8366,45,308
41895,8367,XS,630
41896,8367,S,630
41897,8367,M,630
41898,8367,L,629
41899,8367,XL,629
41900,8368,36,782
41901,8368,37,782
41902,8368,38,782
41903,8368,39,781
41904,8368,40,781
41905,8368,41,781
41906,8368,42,781
41907,8368,43,781
41908,8368,44,781
41909,8368,45,781
41910,8369,36,222
41911,8369,37,222
41912,8369,38,222
41913,8369,39,222
41914,8369,40,222
41915,8369,41,222
41916,8369,42,222
41917,8369,43,221
41918,8369,44,221
41919,8369,45,221
41920,8370,36,581
41921,8370,37,581
41922,8370,38,581
41923,8370,39,581
41924,8370,40,581
41925,8370,41,581
41926,8370,42,581
41927,8370,43,581
41928,8370,44,580
41929,8370,45,580
41930,8371,Unique,7907
41931,8372,XS,274
41932,8372,S,274
41933,8372,M,274
41934,8372,L,274
41935,8372,XL,274
41936,8373,36,408
41937,8373,37,408
41938,8373,38,408
41939,8373,39,408
41940,8373,40,407
41941,8373,41,407
41942,8373,42,407
41943,8373,43,407
41944,8373,44,407
41945,8373,45,407
41946,8374,36,633
41947,8374,37,633
41948,8374,38,633
41949,8374,39,633
41950,8374,40,633
41951,8374,41,633
41952,8374,42,633
41953,8374,43,632
41954,8374,44,632
41955,8374,45,632
41956,8375,Unique,8486
41957,8376,XS,1793
41958,8376,S,1793
41959,8376,M,1792
41960,8376,L,1792
41961,8376,XL,1792
41962,8377,XS,1849
41963,8377,S,1848
41964,8377,M,1848
41965,8377,L,1848
41966,8377,XL,1848
41967,8378,XS,1254
41968,8378,S,1254
41969,8378,M,1254
41970,8378,L,1254
41971,8378,XL,1253
41972,8379,XS,1247
41973,8379,S,1247
41974,8379,M,1247
41975,8379,L,1246
41976,8379,XL,1246
41977,8380,XS,748
41978,8380,S,748
41979,8380,M,748
41980,8380,L,748
41981,8380,XL,748
41982,8381,Unique,5393
41983,8382,XS,1996
41984,8382,S,1995
41985,8382,M,1995
41986,8382,L,1995
41987,8382,XL,1995
41988,8383,Unique,1386
41989,8384,36,636
41990,8384,37,636
41991,8384,38,636
41992,8384,39,636
41993,8384,40,635
41994,8384,41,635
41995,8384,42,635
41996,8384,43,635
41997,8384,44,635
41998,8384,45,635
41999,8385,36,582
42000,8385,37,582
42001,8385,38,582
42002,8385,39,582
42003,8385,40,582
42004,8385,41,582
42005,8385,42,582
42006,8385,43,582
42007,8385,44,581
42008,8385,45,581
42009,8386,36,276
42010,8386,37,276
42011,8386,38,276
42012,8386,39,276
42013,8386,40,276
42014,8386,41,276
42015,8386,42,276
42016,8386,43,276
42017,8386,44,275
42018,8386,45,275
42019,8387,36,489
42020,8387,37,489
42021,8387,38,488
42022,8387,39,488
42023,8387,40,488
42024,8387,41,488
42025,8387,42,488
42026,8387,43,488
42027,8387,44,488
42028,8387,45,488
42029,8388,XS,457
42030,8388,S,457
42031,8388,M,457
42032,8388,L,457
42033,8388,XL,457
42034,8389,XS,1646
42035,8389,S,1646
42036,8389,M,1645
42037,8389,L,1645
42038,8389,XL,1645
42039,8390,XS,159
42040,8390,S,159
42041,8390,M,159
42042,8390,L,159
42043,8390,XL,159
42044,8391,Unique,3097
42045,8392,36,118
42046,8392,37,118
42047,8392,38,118
42048,8392,39,118
42049,8392,40,118
42050,8392,41,118
42051,8392,42,118
42052,8392,43,118
42053,8392,44,118
42054,8392,45,118
42055,8393,XS,1078
42056,8393,S,1078
42057,8393,M,1078
42058,8393,L,1078
42059,8393,XL,1078
42060,8394,36,480
42061,8394,37,480
42062,8394,38,480
42063,8394,39,480
42064,8394,40,480
42065,8394,41,480
42066,8394,42,480
42067,8394,43,480
42068,8394,44,479
42069,8394,45,479
42070,8395,XS,165
42071,8395,S,165
42072,8395,M,165
42073,8395,L,165
42074,8395,XL,164
42075,8396,36,846
42076,8396,37,846
42077,8396,38,845
42078,8396,39,845
42079,8396,40,845
42080,8396,41,845
42081,8396,42,845
42082,8396,43,845
42083,8396,44,845
42084,8396,45,845
42085,8397,Unique,1486
42086,8398,Unique,3618
42087,8399,36,126
42088,8399,37,126
42089,8399,38,126
42090,8399,39,126
42091,8399,40,126
42092,8399,41,126
42093,8399,42,126
42094,8399,43,126
42095,8399,44,126
42096,8399,45,126
42097,8400,XS,1652
42098,8400,S,1652
42099,8400,M,1652
42100,8400,L,1651
42101,8400,XL,1651
42102,8401,XS,1946
42103,8401,S,1946
42104,8401,M,1946
42105,8401,L,1945
42106,8401,XL,1945
42107,8402,36,141
42108,8402,37,141
42109,8402,38,141
42110,8402,39,141
42111,8402,40,141
42112,8402,41,141
42113,8402,42,140
42114,8402,43,140
42115,8402,44,140
42116,8402,45,140
42117,8403,Unique,5999
42118,8404,XS,173
42119,8404,S,173
42120,8404,M,173
42121,8404,L,173
42122,8404,XL,172
42123,8405,XS,1654
42124,8405,S,1654
42125,8405,M,1654
42126,8405,L,1654
42127,8405,XL,1653
42128,8406,36,392
42129,8406,37,392
42130,8406,38,392
42131,8406,39,391
42132,8406,40,391
42133,8406,41,391
42134,8406,42,391
42135,8406,43,391
42136,8406,44,391
42137,8406,45,391
42138,8407,XS,1706
42139,8407,S,1706
42140,8407,M,1705
42141,8407,L,1705
42142,8407,XL,1705
42143,8408,XS,1688
42144,8408,S,1688
42145,8408,M,1688
42146,8408,L,1688
42147,8408,XL,1687
42148,8409,Unique,9761
42149,8410,XS,717
42150,8410,S,716
42151,8410,M,716
42152,8410,L,716
42153,8410,XL,716
42154,8411,XS,1190
42155,8411,S,1190
42156,8411,M,1190
42157,8411,L,1189
42158,8411,XL,1189
42159,8412,36,376
42160,8412,37,376
42161,8412,38,376
42162,8412,39,376
42163,8412,40,376
42164,8412,41,376
42165,8412,42,376
42166,8412,43,376
42167,8412,44,375
42168,8412,45,375
42169,8413,36,261
42170,8413,37,261
42171,8413,38,261
42172,8413,39,261
42173,8413,40,261
42174,8413,41,261
42175,8413,42,261
42176,8413,43,260
42177,8413,44,260
42178,8413,45,260
42179,8414,XS,1686
42180,8414,S,1686
42181,8414,M,1686
42182,8414,L,1685
42183,8414,XL,1685
42184,8415,XS,687
42185,8415,S,687
42186,8415,M,687
42187,8415,L,686
42188,8415,XL,686
42189,8416,XS,666
42190,8416,S,666
42191,8416,M,666
42192,8416,L,666
42193,8416,XL,665
42194,8417,XS,1827
42195,8417,S,1827
42196,8417,M,1827
42197,8417,L,1826
42198,8417,XL,1826
42199,8418,36,551
42200,8418,37,551
42201,8418,38,551
42202,8418,39,551
42203,8418,40,551
42204,8418,41,551
42205,8418,42,550
42206,8418,43,550
42207,8418,44,550
42208,8418,45,550
42209,8419,XS,412
42210,8419,S,412
42211,8419,M,412
42212,8419,L,412
42213,8419,XL,411
42214,8420,XS,449
42215,8420,S,448
42216,8420,M,448
42217,8420,L,448
42218,8420,XL,448
42219,8421,XS,1266
42220,8421,S,1266
42221,8421,M,1266
42222,8421,L,1266
42223,8421,XL,1266
42224,8422,Unique,8023
42225,8423,XS,225
42226,8423,S,225
42227,8423,M,225
42228,8423,L,225
42229,8423,XL,225
42230,8424,XS,438
42231,8424,S,438
42232,8424,M,438
42233,8424,L,438
42234,8424,XL,438
42235,8425,XS,1757
42236,8425,S,1757
42237,8425,M,1756
42238,8425,L,1756
42239,8425,XL,1756
42240,8426,Unique,6810
42241,8427,Unique,3506
42242,8428,XS,961
42243,8428,S,961
42244,8428,M,960
42245,8428,L,960
42246,8428,XL,960
42247,8429,XS,318
42248,8429,S,318
42249,8429,M,318
42250,8429,L,317
42251,8429,XL,317
42252,8430,Unique,6507
42253,8431,XS,1023
42254,8431,S,1022
42255,8431,M,1022
42256,8431,L,1022
42257,8431,XL,1022
42258,8432,XS,1975
42259,8432,S,1975
42260,8432,M,1974
42261,8432,L,1974
42262,8432,XL,1974
42263,8433,XS,1686
42264,8433,S,1686
42265,8433,M,1686
42266,8433,L,1685
42267,8433,XL,1685
42268,8434,Unique,4990
42269,8435,Unique,8878
42270,8436,36,210
42271,8436,37,210
42272,8436,38,210
42273,8436,39,210
42274,8436,40,210
42275,8436,41,210
42276,8436,42,210
42277,8436,43,209
42278,8436,44,209
42279,8436,45,209
42280,8437,XS,850
42281,8437,S,850
42282,8437,M,849
42283,8437,L,849
42284,8437,XL,849
42285,8438,36,317
42286,8438,37,317
42287,8438,38,317
42288,8438,39,317
42289,8438,40,317
42290,8438,41,317
42291,8438,42,317
42292,8438,43,317
42293,8438,44,317
42294,8438,45,317
42295,8439,XS,1787
42296,8439,S,1786
42297,8439,M,1786
42298,8439,L,1786
42299,8439,XL,1786
42300,8440,Unique,3080
42301,8441,XS,1587
42302,8441,S,1587
42303,8441,M,1586
42304,8441,L,1586
42305,8441,XL,1586
42306,8442,XS,1766
42307,8442,S,1766
42308,8442,M,1766
42309,8442,L,1766
42310,8442,XL,1766
42311,8443,XS,602
42312,8443,S,601
42313,8443,M,601
42314,8443,L,601
42315,8443,XL,601
42316,8444,XS,1045
42317,8444,S,1045
42318,8444,M,1045
42319,8444,L,1045
42320,8444,XL,1045
42321,8445,36,480
42322,8445,37,480
42323,8445,38,480
42324,8445,39,480
42325,8445,40,480
42326,8445,41,480
42327,8445,42,480
42328,8445,43,480
42329,8445,44,480
42330,8445,45,480
42331,8446,Unique,9259
42332,8447,XS,1501
42333,8447,S,1501
42334,8447,M,1500
42335,8447,L,1500
42336,8447,XL,1500
42337,8448,Unique,9573
42338,8449,XS,1327
42339,8449,S,1326
42340,8449,M,1326
42341,8449,L,1326
42342,8449,XL,1326
42343,8450,XS,1867
42344,8450,S,1866
42345,8450,M,1866
42346,8450,L,1866
42347,8450,XL,1866
42348,8451,XS,1008
42349,8451,S,1008
42350,8451,M,1007
42351,8451,L,1007
42352,8451,XL,1007
42353,8452,XS,567
42354,8452,S,567
42355,8452,M,567
42356,8452,L,567
42357,8452,XL,567
42358,8453,XS,965
42359,8453,S,964
42360,8453,M,964
42361,8453,L,964
42362,8453,XL,964
42363,8454,Unique,3485
42364,8455,Unique,1059
42365,8456,XS,243
42366,8456,S,243
42367,8456,M,243
42368,8456,L,242
42369,8456,XL,242
42370,8457,XS,1019
42371,8457,S,1019
42372,8457,M,1019
42373,8457,L,1018
42374,8457,XL,1018
42375,8458,XS,898
42376,8458,S,898
42377,8458,M,898
42378,8458,L,897
42379,8458,XL,897
42380,8459,XS,1341
42381,8459,S,1341
42382,8459,M,1341
42383,8459,L,1340
42384,8459,XL,1340
42385,8460,XS,152
42386,8460,S,151
42387,8460,M,151
42388,8460,L,151
42389,8460,XL,151
42390,8461,XS,1854
42391,8461,S,1854
42392,8461,M,1854
42393,8461,L,1853
42394,8461,XL,1853
42395,8462,XS,108
42396,8462,S,108
42397,8462,M,107
42398,8462,L,107
42399,8462,XL,107
42400,8463,Unique,9152
42401,8464,36,234
42402,8464,37,234
42403,8464,38,233
